,27.5,29.135,30.868,32.703,34.648,36.708,38.891,41.203,43.654,46.249,48.999,51.913,55.0,58.27,61.735,65.406,69.296,73.416,77.782,82.407,87.307,92.499,97.999,103.826,110.0,116.541,123.471,130.813,138.591,146.832,155.563
ESR,-82.89697904374212,-81.4468662760183,-80.04768054375442,-78.59891498053415,-77.1465638377882,-75.62729643063861,-74.1373359688725,-72.58011259269163,-71.00604851303598,-69.42912261486629,-67.80289829925694,-66.20570552518784,-64.65881804511173,-63.19158479902127,-61.86884057086447,-60.723849351004084,-59.821038005485974,-59.11960001792437,-58.63557873548754,-58.284497492517474,-58.03663831347513,-57.88360675918819,-57.75331346190717,-57.66603079502286,-57.58292427695124,-57.5188705418381,-57.4700350156683,-57.437600270822934,-57.39755876337749,-57.39073521248466,-57.38269076965872
ASR,-119.21064955561783,-103.6621422386647,-125.73289641700619,-115.31358085368134,-108.72134245644841,-115.76907593535937,-132.00143264197695,-103.51048780775501,-107.19672987129402,-115.18738925995494,-112.0692632838931,-105.50968021483176,-104.3373050577987,-108.65963949850519,-101.98688560442719,-124.77841731589137,-116.75796509494113,-137.798300869962,-103.64405588546713,-103.60974914701268,-119.60415384528056,-108.40045121304532,-120.76252704602106,-109.18059522934145,-112.4366295432579,-116.16193564692897,-119.28114164109314,-119.10048966838329,-133.48056683075293,-119.49228201915746,-121.11101677767829
MESR,-84.97786475665482,-83.59438965331032,-82.12688597707508,-80.65273477710639,-79.09296198680222,-77.48161833562864,-75.81844626615917,-74.05421795828968,-72.23007521128471,-70.34103034955382,-68.42132396220204,-66.52594910453656,-64.74965859993273,-63.18070497464874,-61.9562477249501,-61.18973741571093,-61.02420630981436,-61.477969401646405,-62.56030293760656,-64.30683675105693,-66.81803263433895,-70.35952800013952,-74.88029203659922,-75.40879718121283,-71.19706153252156,-67.78204214029982,-65.337404842589,-63.5332013094205,-62.15856429408759,-61.096540042307595,-60.27003004160955
NMR,-116.73898149324648,-116.74775061976635,-116.75621287841733,-116.7644421995932,-116.7720298563063,-116.7789041808169,-116.78559594964904,-116.7918648688388,-116.79801325594136,-116.80477824588594,-116.81322838845311,-116.82143034664925,-116.82959572401161,-116.83785152004452,-116.84598574333569,-116.85594406050046,-116.87053611850385,-116.88960907362485,-116.91227931899236,-116.93634836205682,-116.96136972663865,-116.98737603992177,-117.01445757792999,-117.0428834479111,-117.07164939538498,-117.10203187929041,-117.13580872555832,-117.17065498477326,-117.20640698416625,-117.24744419917405,-117.28807223028683
SNR-audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
